Gene	Allele1	Allele2	ActivityScore	Phenotype	EHR	ConsultationID
G6PD	Flores	Japan, Shinagawa		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Kaiping, Anant, Dhon, Sapporo-like, Wosera		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Kalyan-Kerala, Jamnaga, Rohini		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Kambos		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Kamiube, Keelung		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Kamogawa		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Kawasaki		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Kozukata		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Krakow		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Lages		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Lagosanto		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Laibin		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Flores	La Jolla		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Lille		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Liuzhou		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Loma Linda		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Ludhiana		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Lynwood		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Madrid		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Mahidol		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Malaga		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Manhattan		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Mediterranean, Dallas, Panama, Sassari, Cagliari, Birmingham		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Metaponto		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Mexico City		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Miaoli		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Minnesota, Marion, Gastonia, LeJeune		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Mira d'Aire		Variable	Abnormal/Priority/High Risk	62
G6PD	Flores	Mizushima		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Montalbano		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Montpellier		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Mt Sinai		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Munich		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Murcia Oristano		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Musashino		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Namouru		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Nankang		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Nanning		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Naone		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Nara		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Nashville, Anaheim, Portici		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Neapolis		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Nice		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Nilgiri		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	No name		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	North Dallas		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Olomouc		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Omiya		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Orissa		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Osaka		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Palestrina		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Papua		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Flores	Partenope		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Pawnee		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Pedoplis-Ckaro		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Piotrkow		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Plymouth		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Praha		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Puerto Limon		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Quing Yan		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Radlowo		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Rehevot		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Rignano		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Riley		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Riverside		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Roubaix		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	S. Antioco		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Salerno Pyrgos		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Santa Maria		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Santiago		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Santiago de Cuba, Morioka		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Sao Borja		Variable	Abnormal/Priority/High Risk	62
G6PD	Flores	Seattle, Lodi, Modena, Ferrara II, Athens-like		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Seoul		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Serres		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Shenzen		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Shinshu		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Sibari		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Sierra Leone		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Sinnai		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Songklanagarind		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Split		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Stonybrook		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Sugao		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Sumare		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Sunderland		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Surabaya		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Suwalki		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Swansea		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Taipei, Chinese-3		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Telti/Kobe		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Tenri		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Toledo		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Tomah		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Tondela		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Torun		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Tsukui		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Ube Konan		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Union,Maewo, Chinese-2, Kalo		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Urayasu		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Utrecht		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Valladolid		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Vancouver		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Vanua Lava		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Viangchan, Jammu		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Villeurbanne		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Volendam		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Wayne		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	West Virginia		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Wexham		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Wisconsin		Deficient	Abnormal/Priority/High Risk	58
G6PD	Flores	Yunan		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Fukaya			Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Fukaya		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Fushan		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Gaohe		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Georgia		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Gidra		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Fukaya	Gond		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Fukaya	Guadalajara		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Guangzhou		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Haikou		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Hammersmith		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Harilaou		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Harima		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Hartford		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Hechi		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Hermoupolis		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Honiara		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Ierapetra		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Ilesha		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Insuli		Variable	Abnormal/Priority/High Risk	62
G6PD	Fukaya	Iowa, Walter Reed, Springfield		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Iwatsuki		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Japan, Shinagawa		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Kaiping, Anant, Dhon, Sapporo-like, Wosera		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Kalyan-Kerala, Jamnaga, Rohini		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Kambos		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Kamiube, Keelung		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Kamogawa		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Kawasaki		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Kozukata		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Krakow		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Lages		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Lagosanto		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Laibin		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Fukaya	La Jolla		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Lille		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Liuzhou		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Loma Linda		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Ludhiana		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Lynwood		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Madrid		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Mahidol		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Malaga		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Manhattan		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Mediterranean, Dallas, Panama, Sassari, Cagliari, Birmingham		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Metaponto		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Mexico City		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Miaoli		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Minnesota, Marion, Gastonia, LeJeune		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Mira d'Aire		Variable	Abnormal/Priority/High Risk	62
G6PD	Fukaya	Mizushima		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Montalbano		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Montpellier		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Mt Sinai		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Munich		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Murcia Oristano		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Musashino		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Namouru		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Nankang		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Nanning		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Naone		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Nara		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Nashville, Anaheim, Portici		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Neapolis		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Nice		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Nilgiri		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	No name		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	North Dallas		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Olomouc		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Omiya		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Orissa		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Osaka		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Palestrina		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Papua		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Fukaya	Partenope		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Pawnee		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Pedoplis-Ckaro		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Piotrkow		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Plymouth		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Praha		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Puerto Limon		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Quing Yan		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Radlowo		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Rehevot		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Rignano		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Riley		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Riverside		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Roubaix		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	S. Antioco		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Salerno Pyrgos		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Santa Maria		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Santiago		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Santiago de Cuba, Morioka		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Sao Borja		Variable	Abnormal/Priority/High Risk	62
G6PD	Fukaya	Seattle, Lodi, Modena, Ferrara II, Athens-like		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Seoul		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Serres		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Shenzen		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Shinshu		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Sibari		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Sierra Leone		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Sinnai		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Songklanagarind		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Split		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Stonybrook		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Sugao		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Sumare		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Sunderland		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Surabaya		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Suwalki		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Swansea		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Taipei, Chinese-3		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Telti/Kobe		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Tenri		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Toledo		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Tomah		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Tondela		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Torun		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Tsukui		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Ube Konan		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Union,Maewo, Chinese-2, Kalo		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Urayasu		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Utrecht		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Valladolid		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Vancouver		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Vanua Lava		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Viangchan, Jammu		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fukaya	Villeurbanne		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Volendam		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Wayne		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	West Virginia		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Wexham		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Wisconsin		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Fukaya	Yunan		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Fushan			Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Fushan		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Gaohe		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Georgia		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Gidra		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Fushan	Gond		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Fushan	Guadalajara		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Guangzhou		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Haikou		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Hammersmith		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Harilaou		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Harima		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Hartford		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Hechi		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Hermoupolis		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Honiara		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Ierapetra		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Ilesha		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Insuli		Variable	Abnormal/Priority/High Risk	62
G6PD	Fushan	Iowa, Walter Reed, Springfield		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Iwatsuki		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Japan, Shinagawa		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Kaiping, Anant, Dhon, Sapporo-like, Wosera		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Kalyan-Kerala, Jamnaga, Rohini		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Kambos		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Kamiube, Keelung		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Kamogawa		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Kawasaki		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Kozukata		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Krakow		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Lages		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Lagosanto		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Laibin		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Fushan	La Jolla		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Lille		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Liuzhou		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Loma Linda		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Ludhiana		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Lynwood		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Madrid		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Mahidol		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Malaga		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Manhattan		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Mediterranean, Dallas, Panama, Sassari, Cagliari, Birmingham		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Metaponto		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Mexico City		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Miaoli		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Minnesota, Marion, Gastonia, LeJeune		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Mira d'Aire		Variable	Abnormal/Priority/High Risk	62
G6PD	Fushan	Mizushima		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Montalbano		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Montpellier		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Mt Sinai		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Munich		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Murcia Oristano		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Musashino		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Namouru		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Nankang		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Nanning		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Naone		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Nara		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Nashville, Anaheim, Portici		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Neapolis		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Nice		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Nilgiri		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	No name		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	North Dallas		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Olomouc		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Omiya		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Orissa		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Osaka		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Palestrina		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Papua		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Fushan	Partenope		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Pawnee		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Pedoplis-Ckaro		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Piotrkow		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Plymouth		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Praha		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Puerto Limon		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Quing Yan		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Radlowo		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Rehevot		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Rignano		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Riley		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Riverside		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Roubaix		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	S. Antioco		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Salerno Pyrgos		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Santa Maria		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Santiago		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Santiago de Cuba, Morioka		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Sao Borja		Variable	Abnormal/Priority/High Risk	62
G6PD	Fushan	Seattle, Lodi, Modena, Ferrara II, Athens-like		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Seoul		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Serres		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Shenzen		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Shinshu		Deficient	Abnormal/Priority/High Risk	58
G6PD	Fushan	Sibari		Deficient	Abnormal/Priority/High Risk	58
