Source	PAID	Summary	Gene	Drug	GeneID	DrugID	Phenotype	Recommendation	Alternate	Dosing
CPIC	PA166105006	The CPIC Dosing Guideline update for amitriptyline recommends an alternative drug for CYP2D6 ultrarapid or poor metabolizers and CYP2C19 ultrarapid, rapid or poor metabolizers. If amitriptyline is warranted, consider a 50% dose reduction in CYP2D6 or CYP2C19 poor metabolizers. For CYP2D6 intermediate metabolizers, a 25% dose reduction should be considered.	CYP2C19	amitriptyline	4349	195	CYP2C19 Normal metabolizer (~35-50% of patients)	Initiate therapy with recommended starting dose.	0	0
CPIC	PA166105006	The CPIC Dosing Guideline update for amitriptyline recommends an alternative drug for CYP2D6 ultrarapid or poor metabolizers and CYP2C19 ultrarapid, rapid or poor metabolizers. If amitriptyline is warranted, consider a 50% dose reduction in CYP2D6 or CYP2C19 poor metabolizers. For CYP2D6 intermediate metabolizers, a 25% dose reduction should be considered.	CYP2C19	amitriptyline	4349	195	CYP2C19 Intermediate metabolizer (~18-45% of patients)	Initiate therapy with recommended starting dose.	0	0
CPIC	PA166105006	The CPIC Dosing Guideline update for amitriptyline recommends an alternative drug for CYP2D6 ultrarapid or poor metabolizers and CYP2C19 ultrarapid, rapid or poor metabolizers. If amitriptyline is warranted, consider a 50% dose reduction in CYP2D6 or CYP2C19 poor metabolizers. For CYP2D6 intermediate metabolizers, a 25% dose reduction should be considered.	CYP2C19	amitriptyline	4349	195	CYP2C19 Poor metabolizer (~2-15% of patients)	Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19.  TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine.}{For tertiary amines, consider a 50% reduction of the recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments.	0	0
CPIC	PA166105006	The CPIC Dosing Guideline update for amitriptyline recommends an alternative drug for CYP2D6 ultrarapid or poor metabolizers and CYP2C19 ultrarapid, rapid or poor metabolizers. If amitriptyline is warranted, consider a 50% dose reduction in CYP2D6 or CYP2C19 poor metabolizers. For CYP2D6 intermediate metabolizers, a 25% dose reduction should be considered.	CYP2D6	amitriptyline	4352	195	CYP2D6 Ultrarapid metabolizer (~1-20% of patients)	Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6.}{If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments.	0	0
CPIC	PA166105006	The CPIC Dosing Guideline update for amitriptyline recommends an alternative drug for CYP2D6 ultrarapid or poor metabolizers and CYP2C19 ultrarapid, rapid or poor metabolizers. If amitriptyline is warranted, consider a 50% dose reduction in CYP2D6 or CYP2C19 poor metabolizers. For CYP2D6 intermediate metabolizers, a 25% dose reduction should be considered.	CYP2D6	amitriptyline	4352	195	CYP2D6 Normal metabolizer (~72-88% of patients)	Initiate therapy with recommended starting dose.	0	0
CPIC	PA166105006	The CPIC Dosing Guideline update for amitriptyline recommends an alternative drug for CYP2D6 ultrarapid or poor metabolizers and CYP2C19 ultrarapid, rapid or poor metabolizers. If amitriptyline is warranted, consider a 50% dose reduction in CYP2D6 or CYP2C19 poor metabolizers. For CYP2D6 intermediate metabolizers, a 25% dose reduction should be considered.	CYP2D6	amitriptyline	4352	195	CYP2D6 Intermediate metabolizer (~1-13% of patients)	Consider 25% reduction of recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments.	0	0
CPIC	PA166105006	The CPIC Dosing Guideline update for amitriptyline recommends an alternative drug for CYP2D6 ultrarapid or poor metabolizers and CYP2C19 ultrarapid, rapid or poor metabolizers. If amitriptyline is warranted, consider a 50% dose reduction in CYP2D6 or CYP2C19 poor metabolizers. For CYP2D6 intermediate metabolizers, a 25% dose reduction should be considered.	CYP2D6	amitriptyline	4352	195	CYP2D6 Poor metabolizer (~1-10% of patients)	Avoid tricyclic use due to potential for side effects. Consider alternative drug not metabolized by CYP2D6.}{If a TCA is warranted, consider 50% reduction of recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments.	0	0
CPIC	PA166105006	The CPIC Dosing Guideline update for amitriptyline recommends an alternative drug for CYP2D6 ultrarapid or poor metabolizers and CYP2C19 ultrarapid, rapid or poor metabolizers. If amitriptyline is warranted, consider a 50% dose reduction in CYP2D6 or CYP2C19 poor metabolizers. For CYP2D6 intermediate metabolizers, a 25% dose reduction should be considered.	CYP2D6	amitriptyline	4352	195	CYP2C19 Ultrarapid metabolizer (~2-5% of patients)	Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19.  TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine.}{If a tertiary amine is warranted, utilize therapeutic drug monitoring to guide dose adjustments.	0	0
CPIC	PA166105006	The CPIC Dosing Guideline update for amitriptyline recommends an alternative drug for CYP2D6 ultrarapid or poor metabolizers and CYP2C19 ultrarapid, rapid or poor metabolizers. If amitriptyline is warranted, consider a 50% dose reduction in CYP2D6 or CYP2C19 poor metabolizers. For CYP2D6 intermediate metabolizers, a 25% dose reduction should be considered.	CYP2D6	amitriptyline	4352	195	CYP2C19 Rapid metabolizer (~2-30% of patients)	Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19.  TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine.}{If a tertiary amine is warranted, utilize therapeutic drug monitoring to guide dose adjustments.	0	0
CPIC	PA166105006	The CPIC Dosing Guideline update for amitriptyline recommends an alternative drug for CYP2D6 ultrarapid or poor metabolizers and CYP2C19 ultrarapid, rapid or poor metabolizers. If amitriptyline is warranted, consider a 50% dose reduction in CYP2D6 or CYP2C19 poor metabolizers. For CYP2D6 intermediate metabolizers, a 25% dose reduction should be considered.	CYP2D6	amitriptyline	4352	195	CYP2C19 Normal metabolizer (~35-50% of patients)	Initiate therapy with recommended starting dose.	0	0
CPIC	PA166105006	The CPIC Dosing Guideline update for amitriptyline recommends an alternative drug for CYP2D6 ultrarapid or poor metabolizers and CYP2C19 ultrarapid, rapid or poor metabolizers. If amitriptyline is warranted, consider a 50% dose reduction in CYP2D6 or CYP2C19 poor metabolizers. For CYP2D6 intermediate metabolizers, a 25% dose reduction should be considered.	CYP2D6	amitriptyline	4352	195	CYP2C19 Intermediate metabolizer (~18-45% of patients)	Initiate therapy with recommended starting dose.	0	0
CPIC	PA166105006	The CPIC Dosing Guideline update for amitriptyline recommends an alternative drug for CYP2D6 ultrarapid or poor metabolizers and CYP2C19 ultrarapid, rapid or poor metabolizers. If amitriptyline is warranted, consider a 50% dose reduction in CYP2D6 or CYP2C19 poor metabolizers. For CYP2D6 intermediate metabolizers, a 25% dose reduction should be considered.	CYP2D6	amitriptyline	4352	195	CYP2C19 Poor metabolizer (~2-15% of patients)	Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19.  TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine.}{For tertiary amines, consider a 50% reduction of the recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments.	0	0
DPWG	PA166104955	In individuals who carry the Factor V Leiden allele (rs6025 T) and have a family history of thrombotic events, estrogen-containing oral contraceptives should be avoided and alternative forms of contraception used.	F5	hormonal contraceptives for systemic use	5820	1576	Factor V Leiden heterozygous	- If the patient has a FAMILY HISTORY WITH A LOT OF THROMBOSIS, or has had a PREVIOUS THROMBOSIS:}{1. Advise the prescriber to avoid the use of contraceptives that contain oestrogens and prescribe an on-hormone contraceptive-such as a copper IUD - as an alternative. One could also opt for a progestogen-only contraceptive method, such as the depot injection, an IUD with levonorgestrel or an implant with etonogestrel.}{- OTHER CASES:}{1. Advise the patient to avoid additional risk factors for thrombosis (obesity, smoking, etc.).	0	0
DPWG	PA166104955	In individuals who carry the Factor V Leiden allele (rs6025 T) and have a family history of thrombotic events, estrogen-containing oral contraceptives should be avoided and alternative forms of contraception used.	F5	hormonal contraceptives for systemic use	5820	1576	Factor V Leiden homozygous	- If the patient has a FAMILY HISTORY WITH A LOT OF THROMBOSIS, or has had a PREVIOUS THROMBOSIS:}{1. Advise the prescriber to avoid the use of contraceptives that contain oestrogens and prescribe a non-hormone contraceptive-such as a copper IUD - as an alternative. One could also opt for a progestogen-only contraceptive method, such as the depot injection, an IUD with levonorgestrel or an implant with etonogestrel.}{- OTHER CASES:}{1. Advise the patient to avoid additional risk factors for thrombosis (obesity, smoking, etc.).	0	0
DPWG	PA166104955	In individuals who carry the Factor V Leiden allele (rs6025 T) and have a family history of thrombotic events, estrogen-containing oral contraceptives should be avoided and alternative forms of contraception used.	F5	hormonal contraceptives for systemic use	5820	1576	F5 homozygous rs6025 TT	Positive (family) history of thrombotic events: avoid estrogen-containing oral contraceptives and select alternative (e.g., copper intrauterine device, progestin-only contraceptive). Negative (family) history of thrombotic events: avoid additional risk factors (e.g., obesity, smoking).	0	0
DPWG	PA166104955	In individuals who carry the Factor V Leiden allele (rs6025 T) and have a family history of thrombotic events, estrogen-containing oral contraceptives should be avoided and alternative forms of contraception used.	F5	hormonal contraceptives for systemic use	5820	1576	F5 heterozygous rs6025 CT	Positive (family) history of thrombotic events: avoid estrogen-containing oral contraceptives and select alternative (e.g., copper intrauterine device, progestin-only contraceptive). Negative (family) history of thrombotic events: avoid additional risk factors (e.g., obesity, smoking).	0	0
DPWG	PA166182842	"Reduce warfarin dose in CYP2C9 poor and intermediate metabolizers (PM and IM) and patients with CYP2C9*1/*3, *2/*3, *2/*2 or *3/*3 genotype. ""The genotype-specific initial dose and maintenance dose can be calculated using an algorithm, as used in EU-PACT: see Algorithms coumarins"""	CYP2C9	warfarin	4351	3480	CYP2C9 IM other	1. use 65% of the standard initial dose. The genotype-specific initial dose and maintenance dose can be calculated using an algorithm. Algorithms for Caucasian patients usually contain only the *2 and *3 allele. If the activity of the reduced-activity alleles is comparable to the activity of *2 or *3, then the algorithm can be completed as if *1/*2 or *1/*3 is present. See Algorithms coumarins for Excel files containing calculation modules for oral and equivalent intravenous doses. From day 6 on the standard algorithm without genotype information can be used to calculate the dose. Modified dose algorithms have been developed for patients of African or (East) Asian heritage.	0	0
DPWG	PA166182842	"Reduce warfarin dose in CYP2C9 poor and intermediate metabolizers (PM and IM) and patients with CYP2C9*1/*3, *2/*3, *2/*2 or *3/*3 genotype. ""The genotype-specific initial dose and maintenance dose can be calculated using an algorithm, as used in EU-PACT: see Algorithms coumarins"""	CYP2C9	warfarin	4351	3480	CYP2C9 PM other	1. use 20% of the standard initial dose. The genotype-specific initial dose and maintenance dose can be calculated using an algorithm. Algorithms for Caucasian patients usually contain only the *2 and *3 allele. If the activity of the reduced-activity alleles is comparable to the activity of *2 or *3, then the algorithm can be completed as if *2 or *3 is present. See Algorithms coumarins for Excel files containing calculation modules for oral and equivalent intravenous doses. From day 6 on the standard algorithm without genotype information can be used to calculate the dose. Modified dose algorithms have been developed for patients of African or (East) Asian heritage.	0	0
DPWG	PA166182842	"Reduce warfarin dose in CYP2C9 poor and intermediate metabolizers (PM and IM) and patients with CYP2C9*1/*3, *2/*3, *2/*2 or *3/*3 genotype. ""The genotype-specific initial dose and maintenance dose can be calculated using an algorithm, as used in EU-PACT: see Algorithms coumarins"""	CYP2C9	warfarin	4351	3480	CYP2C9*1/*2	NO action is required for this gene-drug interaction.	0	0
DPWG	PA166182842	"Reduce warfarin dose in CYP2C9 poor and intermediate metabolizers (PM and IM) and patients with CYP2C9*1/*3, *2/*3, *2/*2 or *3/*3 genotype. ""The genotype-specific initial dose and maintenance dose can be calculated using an algorithm, as used in EU-PACT: see Algorithms coumarins"""	CYP2C9	warfarin	4351	3480	CYP2C9*1/*3	1. use 65% of the standard initial dose. The genotype-specific initial dose and maintenance dose can be calculated using an algorithm, as used in EU-PACT: see Algorithms coumarins. From day 6 on the standard algorithm without genotype information can be used to calculate the dose.	0	0
DPWG	PA166182842	"Reduce warfarin dose in CYP2C9 poor and intermediate metabolizers (PM and IM) and patients with CYP2C9*1/*3, *2/*3, *2/*2 or *3/*3 genotype. ""The genotype-specific initial dose and maintenance dose can be calculated using an algorithm, as used in EU-PACT: see Algorithms coumarins"""	CYP2C9	warfarin	4351	3480	CYP2C9*2/*2	1. use 65% of the standard initial dose. The genotype-specific initial dose and maintenance dose can be calculated using an algorithm, as used in EU-PACT: see Algorithms coumarins. From day 6 on the standard algorithm without genotype information can be used to calculate the dose.	0	0
DPWG	PA166182842	"Reduce warfarin dose in CYP2C9 poor and intermediate metabolizers (PM and IM) and patients with CYP2C9*1/*3, *2/*3, *2/*2 or *3/*3 genotype. ""The genotype-specific initial dose and maintenance dose can be calculated using an algorithm, as used in EU-PACT: see Algorithms coumarins"""	CYP2C9	warfarin	4351	3480	CYP2C9*2/*3	1. use 45% of the standard initial dose. The genotype-specific initial dose and maintenance dose can be calculated using an algorithm, as used in EU-PACT: see Algorithms coumarins. From day 6 on the standard algorithm without genotype information can be used to calculate the dose.	0	0
DPWG	PA166182842	"Reduce warfarin dose in CYP2C9 poor and intermediate metabolizers (PM and IM) and patients with CYP2C9*1/*3, *2/*3, *2/*2 or *3/*3 genotype. ""The genotype-specific initial dose and maintenance dose can be calculated using an algorithm, as used in EU-PACT: see Algorithms coumarins"""	CYP2C9	warfarin	4351	3480	CYP2C9*3/*3	1. use 20% of the standard initial dose. The genotype-specific initial dose and maintenance dose can be calculated using an algorithm, as used in EU-PACT: see Algorithms coumarins. From day 6 on the standard algorithm without genotype information can be used to calculate the dose.	0	0
CPIC	PA166105008	The CPIC Dosing Guideline update for carbamazepine recommends an alternative drug for carbamazepine-naive patients carrying at least one copy of either HLA-B*15:02 or HLA-A*31:01 due to the association of those alleles with an increased risk of Stevens-Johnson syndrome (SJS) and toxic epidermal necrolysis (TEN). In addition, HLA-A*31:01 is associated with an increased risk of drug reaction with eosinophilia and systemic symptoms (DRESS) and maculopapular exanthema (MPE).	HLA-A	carbamazepine	8014	665	Homozygous for alleles other than HLA-B*15:02 and HLA-A*31:01	Use carbamazepine per standard dosing guidelines.	0	0
CPIC	PA166105008	The CPIC Dosing Guideline update for carbamazepine recommends an alternative drug for carbamazepine-naive patients carrying at least one copy of either HLA-B*15:02 or HLA-A*31:01 due to the association of those alleles with an increased risk of Stevens-Johnson syndrome (SJS) and toxic epidermal necrolysis (TEN). In addition, HLA-A*31:01 is associated with an increased risk of drug reaction with eosinophilia and systemic symptoms (DRESS) and maculopapular exanthema (MPE).	HLA-A	carbamazepine	8014	665	Heterozygote or homozygous for HLA-A*31:01 and homozygous for HLA-B alleles other than *15:02	A. If patient is carbamazepine-naive and alternative agents are available, do not use carbamazepine.}{B. If patient is carbamazepine-naive and alternative agents are not available, consider the use of carbamazepine with increased frequency of clinical monitoring. Discontinue therapy at first evidence of a cutaneous adverse reaction.}{C. The latency period for cutaneous adverse drug reactions is variable depending on phenotype; however, all usually occur within 3 months of regular dosing. Therefore, if patient has previously used carbamazepine for longer than 3 months without incidence of cutaneous adverse reactions, cautiously consider use of carbamazepine.	0	0
CPIC	PA166105008	The CPIC Dosing Guideline update for carbamazepine recommends an alternative drug for carbamazepine-naive patients carrying at least one copy of either HLA-B*15:02 or HLA-A*31:01 due to the association of those alleles with an increased risk of Stevens-Johnson syndrome (SJS) and toxic epidermal necrolysis (TEN). In addition, HLA-A*31:01 is associated with an increased risk of drug reaction with eosinophilia and systemic symptoms (DRESS) and maculopapular exanthema (MPE).	HLA-A	carbamazepine	8014	665	Heterozygote or homozygous for HLA-B*15:02 and any HLA-A*31:01 genotype (or HLA-A*31:01 genotype unknown)	A. If patient is carbamazepine-naive, do not use carbamazepine.}{B. The latency period for drug-induced SJS/TEN is short with continuous dosing and adherance to therapy (~4-28 days), and cases usually occur within 3 months of dosing; therefore, if the patient has previously used carbamazepine consistently for longer than 3 months without incidence of cutaneous adverse reactions, cautiously consider use of carbamazepine in the future.	0	0
CPIC	PA166105008	The CPIC Dosing Guideline update for carbamazepine recommends an alternative drug for carbamazepine-naive patients carrying at least one copy of either HLA-B*15:02 or HLA-A*31:01 due to the association of those alleles with an increased risk of Stevens-Johnson syndrome (SJS) and toxic epidermal necrolysis (TEN). In addition, HLA-A*31:01 is associated with an increased risk of drug reaction with eosinophilia and systemic symptoms (DRESS) and maculopapular exanthema (MPE).	HLA-B	carbamazepine	8015	665	Homozygous for alleles other than HLA-B*15:02 and HLA-A*31:01	Use carbamazepine per standard dosing guidelines.	0	0
CPIC	PA166105008	The CPIC Dosing Guideline update for carbamazepine recommends an alternative drug for carbamazepine-naive patients carrying at least one copy of either HLA-B*15:02 or HLA-A*31:01 due to the association of those alleles with an increased risk of Stevens-Johnson syndrome (SJS) and toxic epidermal necrolysis (TEN). In addition, HLA-A*31:01 is associated with an increased risk of drug reaction with eosinophilia and systemic symptoms (DRESS) and maculopapular exanthema (MPE).	HLA-B	carbamazepine	8015	665	Heterozygote or homozygous for HLA-A*31:01 and homozygous for HLA-B alleles other than *15:02	A. If patient is carbamazepine-naive and alternative agents are available, do not use carbamazepine.}{B. If patient is carbamazepine-naive and alternative agents are not available, consider the use of carbamazepine with increased frequency of clinical monitoring. Discontinue therapy at first evidence of a cutaneous adverse reaction.}{C. The latency period for cutaneous adverse drug reactions is variable depending on phenotype; however, all usually occur within 3 months of regular dosing. Therefore, if patient has previously used carbamazepine for longer than 3 months without incidence of cutaneous adverse reactions, cautiously consider use of carbamazepine.	0	0
CPIC	PA166105008	The CPIC Dosing Guideline update for carbamazepine recommends an alternative drug for carbamazepine-naive patients carrying at least one copy of either HLA-B*15:02 or HLA-A*31:01 due to the association of those alleles with an increased risk of Stevens-Johnson syndrome (SJS) and toxic epidermal necrolysis (TEN). In addition, HLA-A*31:01 is associated with an increased risk of drug reaction with eosinophilia and systemic symptoms (DRESS) and maculopapular exanthema (MPE).	HLA-B	carbamazepine	8015	665	Heterozygote or homozygous for HLA-B*15:02 and any HLA-A*31:01 genotype (or HLA-A*31:01 genotype unknown)	A. If patient is carbamazepine-naive, do not use carbamazepine.}{B. The latency period for drug-induced SJS/TEN is short with continuous dosing and adherance to therapy (~4-28 days), and cases usually occur within 3 months of dosing; therefore, if the patient has previously used carbamazepine consistently for longer than 3 months without incidence of cutaneous adverse reactions, cautiously consider use of carbamazepine in the future.	0	0
DPWG	PA166104982	The Dutch Pharmacogenetics Working Group Guideline for amitriptyline recommends decreasing the dose for CYP2D6 intermediate and CYP2D6 poor metabolizers and increasing the dose or using an alternative drug for CYP2D6 ultra-rapid metabolizers.	CYP2D6	amitriptyline	4352	195	CYP2D6 UM	1. increase the dose to 1.4 times the standard dose, monitor the effect and side effects or the plasma concentrations and be alert to increased plasma concentrations of the cardiotoxic Z-10-hydroxy metabolites.  Plasma concentrations of Z-hydroxy nortriptyine or Z-hydroxy amitriptyline higher than 40 ng/mL are considered toxic.}{2. if a dose increase is not desirable due to the cardiotoxic hydroxy metabolite: avoid amitriptyline. Anti-depressants that are not metabolised by CYP2D6, or to a lesser extent, include citalopram and sertraline.	0	0
DPWG	PA166104982	The Dutch Pharmacogenetics Working Group Guideline for amitriptyline recommends decreasing the dose for CYP2D6 intermediate and CYP2D6 poor metabolizers and increasing the dose or using an alternative drug for CYP2D6 ultra-rapid metabolizers.	CYP2D6	amitriptyline	4352	195	CYP2D6 IM	Use 75% of the standard dose and monitor the efficacy and side effects or the plasma concentrations of amitriptyline and nortriptyline to adjust the maintenance dose	0	0
DPWG	PA166104982	The Dutch Pharmacogenetics Working Group Guideline for amitriptyline recommends decreasing the dose for CYP2D6 intermediate and CYP2D6 poor metabolizers and increasing the dose or using an alternative drug for CYP2D6 ultra-rapid metabolizers.	CYP2D6	amitriptyline	4352	195	CYP2D6 PM	Use 70% of the standard dose and monitor the effect and side effects or the plasma concentrations of amitriptyline and nortriptyline to adjust the maintenance dose	0	0
DPWG	PA166104982	The Dutch Pharmacogenetics Working Group Guideline for amitriptyline recommends decreasing the dose for CYP2D6 intermediate and CYP2D6 poor metabolizers and increasing the dose or using an alternative drug for CYP2D6 ultra-rapid metabolizers.	CYP2D6	amitriptyline	4352	195	CYP2D6 UM	1. Choose an alternative if possible. Antidepressants that are not metabolised via CYP2D6 - or to a lesser extent - include, for example, citalopram and sertraline.}{2. If an alternative is not an option: increase the dose to 1.25 times the standard dose, monitor the plasma concentrations and be alert to potential therapy failure due to decreased amitriptyline plus nortriptyline plasma concentrations and to increased plasma concentrations of the potentially cardiotoxic, active hydroxy metabolites.	0	0
DPWG	PA166104982	The Dutch Pharmacogenetics Working Group Guideline for amitriptyline recommends decreasing the dose for CYP2D6 intermediate and CYP2D6 poor metabolizers and increasing the dose or using an alternative drug for CYP2D6 ultra-rapid metabolizers.	CYP2D6	amitriptyline	4352	195	CYP2D6 IM	1. Choose an alternative if possible. Antidepressants that are not metabolised via CYP2D6 - or to a lesser extent - include, for example, citalopram and sertraline.}{2. If an alternative is not an option: use 60% of the standard dose and monitor the plasma concentrations of amitriptyline and nortriptyline. As side effects are related to nortriptyline plasma concentrations and the efficacy to amitriptyline plus nortriptyline plasma concentrations, which are influenced to a lesser extent by CYP2D6, it is not known whether it is possible to reduce the dose to such an extent that the side effects disappear, but the efficacy is maintained.	0	0
DPWG	PA166104982	The Dutch Pharmacogenetics Working Group Guideline for amitriptyline recommends decreasing the dose for CYP2D6 intermediate and CYP2D6 poor metabolizers and increasing the dose or using an alternative drug for CYP2D6 ultra-rapid metabolizers.	CYP2D6	amitriptyline	4352	195	CYP2D6 PM	1. Choose an alternative if possible. Antidepressants that are not metabolised via CYP2D6 - or to a lesser extent - include, for example, citalopram and sertraline.}{2. If an alternative is not an option: use 50% of the standard dose and monitor the plasma concentrations of amitriptyline and nortriptyline. As side effects are related to nortriptyline plasma concentrations and the efficacy to amitriptyline plus nortriptyline plasma concentrations, which are influenced to a lesser extent by CYP2D6, it is not known whether it is possible to reduce the dose to such an extent that the side effects disappear, but the efficacy is maintained.	0	0
DPWG	PA166104982	The Dutch Pharmacogenetics Working Group Guideline for amitriptyline recommends decreasing the dose for CYP2D6 intermediate and CYP2D6 poor metabolizers and increasing the dose or using an alternative drug for CYP2D6 ultra-rapid metabolizers.	CYP2D6	amitriptyline	4352	195	PM (two inactive (*3-*8, *11-*16, *19-*21, *38, *40, *42) alleles)	Insufficient data to allow calculation of dose adjustment. Select alternative drug (e.g., citalopram, sertraline) or monitor amitriptyline and nortriptyline plasma concentration.	0	0
DPWG	PA166104982	The Dutch Pharmacogenetics Working Group Guideline for amitriptyline recommends decreasing the dose for CYP2D6 intermediate and CYP2D6 poor metabolizers and increasing the dose or using an alternative drug for CYP2D6 ultra-rapid metabolizers.	CYP2D6	amitriptyline	4352	195	IM (two decreased-activity (*9, *10, *17, *29, *36, *41) alleles or carrying one active (*1, *2, *33, *35) and one inactive (*3-*8, *11-*16, *19-*21, *38, *40, *42) allele, or carrying one decreased-activity (*9, *10, *17, *29, *36, *41) allele and one inactive (*3-*8, *11-*16, *19-*21, *38, *40, *42) allele)	Reduce dose by 25% and monitor plasma concentration or select alternative drug (e.g., citalopram, sertraline).	0	0
DPWG	PA166104982	The Dutch Pharmacogenetics Working Group Guideline for amitriptyline recommends decreasing the dose for CYP2D6 intermediate and CYP2D6 poor metabolizers and increasing the dose or using an alternative drug for CYP2D6 ultra-rapid metabolizers.	CYP2D6	amitriptyline	4352	195	UM (a gene duplication in absence of inactive (*3-*8, *11-*16, *19-*21, *38, *40, *42) or decreased-activity (*9, *10, *17, *29, *36, *41) alleles)	Insufficient data to allow calculation of dose adjustment. Select alternative drug (e.g., citalopram,sertraline) or monitor (E-10-hydroxy)amitriptyline plasma concentration.	0	0
DPWG	PA166104992	For CYP2D6 poor and intermediate metabolizers, reduce zuclopenthixol dose or select an alternative drug that is not metabolized by CYP2D6. For ultrarapid metabolizers, be alert to low zuclopenthixol plasma concentrations and, if necessary, increase the dose or select an alternative drug.	CYP2D6	zuclopenthixol	4352	3528	CYP2D6 UM	There is insufficient information available to make a dosage recommendation. - if the effectiveness is insufficient: try a dose increase. Do not exceed 1.5 times the standard dose.	0	0
DPWG	PA166104992	For CYP2D6 poor and intermediate metabolizers, reduce zuclopenthixol dose or select an alternative drug that is not metabolized by CYP2D6. For ultrarapid metabolizers, be alert to low zuclopenthixol plasma concentrations and, if necessary, increase the dose or select an alternative drug.	CYP2D6	zuclopenthixol	4352	3528	CYP2D6 IM	Use 75% of the standard dose.	0	0
DPWG	PA166104992	For CYP2D6 poor and intermediate metabolizers, reduce zuclopenthixol dose or select an alternative drug that is not metabolized by CYP2D6. For ultrarapid metabolizers, be alert to low zuclopenthixol plasma concentrations and, if necessary, increase the dose or select an alternative drug.	CYP2D6	zuclopenthixol	4352	3528	CYP2D6 PM	Use with 50% of the standard dose.	0	0
DPWG	PA166104992	For CYP2D6 poor and intermediate metabolizers, reduce zuclopenthixol dose or select an alternative drug that is not metabolized by CYP2D6. For ultrarapid metabolizers, be alert to low zuclopenthixol plasma concentrations and, if necessary, increase the dose or select an alternative drug.	CYP2D6	zuclopenthixol	4352	3528	CYP2D6 UM	Use 1.5 times the standard dose or choose an alternative.}{Antipsychotics that are not metabolised by CYP2D6 - or to a lesser extent - include, for example, flupentixol, quetiapine, olanzapine and clozapine.	0	0
DPWG	PA166104992	For CYP2D6 poor and intermediate metabolizers, reduce zuclopenthixol dose or select an alternative drug that is not metabolized by CYP2D6. For ultrarapid metabolizers, be alert to low zuclopenthixol plasma concentrations and, if necessary, increase the dose or select an alternative drug.	CYP2D6	zuclopenthixol	4352	3528	CYP2D6 IM	Use 75% of the standard dose.	0	0
DPWG	PA166104992	For CYP2D6 poor and intermediate metabolizers, reduce zuclopenthixol dose or select an alternative drug that is not metabolized by CYP2D6. For ultrarapid metabolizers, be alert to low zuclopenthixol plasma concentrations and, if necessary, increase the dose or select an alternative drug.	CYP2D6	zuclopenthixol	4352	3528	CYP2D6 PM	Use with 50% of the standard dose.	0	0
DPWG	PA166104992	For CYP2D6 poor and intermediate metabolizers, reduce zuclopenthixol dose or select an alternative drug that is not metabolized by CYP2D6. For ultrarapid metabolizers, be alert to low zuclopenthixol plasma concentrations and, if necessary, increase the dose or select an alternative drug.	CYP2D6	zuclopenthixol	4352	3528	CYP2D6 UM	No data have been published from studies into the pharmacokinetics and effects of zuclopentixol for this phenotype.}{As a precaution, the prescriber should advised to be alert to a decreased zuclopentixol plasma concentration and - if necessary - the dose should be increased on the basis of the clinical effect, or an alternative should be prescribed according to the current guidelines. Antipsychotics that are not metabolised via CYP2D6 - or to a lesser extent - include, for example, flupentixol, quetiapine, olanzapine and clozapine.	0	0
DPWG	PA166104992	For CYP2D6 poor and intermediate metabolizers, reduce zuclopenthixol dose or select an alternative drug that is not metabolized by CYP2D6. For ultrarapid metabolizers, be alert to low zuclopenthixol plasma concentrations and, if necessary, increase the dose or select an alternative drug.	CYP2D6	zuclopenthixol	4352	3528	CYP2D6 IM	Advise the prescriber to start with 75% of the standard dose or to choose an alternative according to the current guidelines. Antipsychotics that are not metabolised via CYP2D6 - or to a lesser extent - include, for example, flupentixol, quetiapine, olanzapine and clozapine.	0	0
DPWG	PA166104992	For CYP2D6 poor and intermediate metabolizers, reduce zuclopenthixol dose or select an alternative drug that is not metabolized by CYP2D6. For ultrarapid metabolizers, be alert to low zuclopenthixol plasma concentrations and, if necessary, increase the dose or select an alternative drug.	CYP2D6	zuclopenthixol	4352	3528	CYP2D6 PM	Advise the prescriber to start with 50% of the standard dose or to choose an alternative according to the current guidelines. Antipsychotics that are not metabolised via CYP2D6 - or to a lesser extent - include, for example, flupentixol, quetiapine, olanzapine and clozapine.	0	0
